id,name,number,degree,hobbies,city,personality_traits,sex,age,origin_country,average_grade,language,learning_pace,career_focus
7863,Ashley Meza,+48991233864,PhD,"['reading', 'traveling', 'art', 'gaming', 'music']",Katowice,"['bossy', 'greedy', 'intelligent', 'vulgar', 'driven', 'selfish', 'insightful']",male,30,Poland,1.05,English + Poland,Low,Medium
7864,Jon Cooper,+48751519593,Bachelor of Science,['dancing'],Krakow,"['dishonest', 'loyal']",male,24,Spain,2.31,English,Fast,Medium
7865,Anthony Graham,+48739901774,Bachelor of Arts,"['traveling', 'hiking', 'reading']",Wroclaw,"['unfriendly', 'gregarious', 'boorish', 'creative']",female,30,Poland,1.72,English + Poland,Medium,Medium
7866,Brian Young,+48067852501,PhD,"['cooking', 'gaming', 'music', 'art']",Szczecin,"['creative', 'vulgar']",female,22,Poland,4.65,English + Poland,Low,Medium
7867,Mariah Bradley,+48205697339,PhD,"['cooking', 'music', 'hiking', 'traveling', 'dancing']",Wroclaw,"['uncertain', 'persistent', 'aggressive', 'arrogant']",female,29,Poland,3.61,English + Poland,Fast,High
7868,Ashley Conway,+48879629318,Bachelor of Arts,"['art', 'dancing', 'reading', 'traveling']",Szczecin,"['sympathetic', 'stingy', 'aggressive', 'honest', 'precise', 'picky']",female,26,Ukraine,2.25,English + Ukraine,Fast,Medium
7869,Robert Miller,+48112774319,Bachelor of Arts,"['cooking', 'sports', 'music', 'hiking']",Szczecin,"['driven', 'broad-minded', 'self-centered', 'malicious', 'friendly', 'unfriendly', 'intelligent']",male,30,Germany,3.63,English,Fast,Low
7870,Amber Johnson,+48753330459,Master of Science,['traveling'],Katowice,"['conceited', 'sociable', 'arrogant', 'argumentative', 'lazy', 'bossy', 'creative']",male,22,Poland,4.11,English + Poland,Medium,High
7871,Christopher Collins,+48346913060,Bachelor of Science,"['hiking', 'reading', 'traveling']",Krakow,"['persistent', 'jealous', 'determined', 'humble', 'bossy']",female,25,Italy,1.67,English,Low,Low
7872,Robert Johnson,+48321400321,Bachelor of Arts,"['hiking', 'sports', 'reading', 'gaming']",Katowice,"['understanding', 'slovenly', 'manipulative', 'competent', 'confident', 'adaptable', 'obnoxious']",female,22,Poland,4.12,English + Poland,Fast,Low
7873,Trevor Gordon,+48157786246,Master of Arts,['sports'],Warsaw,"['congenial', 'driven', 'aggressive', 'creative', 'courageous', 'loyal']",female,22,Poland,3.27,English + Poland,Low,Medium
7874,Logan Ross,+48280220878,Bachelor of Arts,"['dancing', 'traveling']",Szczecin,"['courageous', 'indecisive', 'patient', 'insightful']",male,30,Poland,3.36,English + Poland,Fast,High
7875,Joshua Chan,+48533026337,Master of Arts,"['reading', 'hiking', 'sports']",Krakow,"['congenial', 'lazy', 'creative', 'enthusiastic']",male,23,Ukraine,4.74,English + Ukraine,Low,High
7876,Kristin Keith,+48568975897,Master of Arts,['reading'],Gdansk,"['determined', 'callous', 'humble', 'rigid']",male,26,Poland,2.13,English + Poland,Medium,High
7877,Christina Ashley,+48139689712,PhD,"['traveling', 'gaming']",Wroclaw,"['competent', 'honest']",female,30,Poland,3.22,English + Poland,Low,High
7878,Patricia Juarez,+48914224823,PhD,['art'],Szczecin,"['kind', 'uncertain', 'boorish']",male,24,Germany,4.25,English,Fast,Low
7879,Chad Stevens,+48468279959,Master of Arts,"['sports', 'reading', 'cooking', 'music', 'art']",Krakow,"['courageous', 'fair', 'sympathetic', 'cowardly', 'stingy', 'congenial']",female,29,Poland,1.21,English + Poland,Fast,Medium
7880,Elizabeth Hernandez,+48124966467,PhD,"['art', 'reading']",Wroclaw,"['greedy', 'empathic', 'obnoxious']",male,26,UK,4.33,English,Low,High
7881,Kathryn Wilkins,+48733100211,Bachelor of Arts,"['sports', 'cooking', 'art']",Lublin,"['cowardly', 'gregarious', 'surly', 'picky', 'enthusiastic', 'accepting', 'arrogant']",female,23,Poland,3.45,English + Poland,Low,Low
7882,Sandra Cooper,+48521961110,Bachelor of Science,"['traveling', 'reading']",Warsaw,"['creative', 'persistent', 'gregarious']",female,25,Ukraine,1.22,English + Ukraine,Fast,Low
7883,Luis Sanchez,+48317857858,Bachelor of Science,"['sports', 'hiking', 'cooking', 'gaming']",Wroclaw,"['insightful', 'thoughtless', 'bossy', 'arrogant', 'malicious', 'rude', 'fair']",female,26,Ukraine,4.09,English + Ukraine,Low,Medium
7884,Stephanie Raymond,+48327963294,PhD,"['cooking', 'dancing']",Lublin,"['stingy', 'competent', 'loyal', 'intelligent', 'indecisive', 'rigid', 'understanding']",male,27,Poland,4.27,English + Poland,Low,Medium
7885,Veronica Hodges,+48381447753,Bachelor of Science,"['gaming', 'art']",Katowice,"['persistent', 'picky', 'friendly', 'surly']",male,22,Spain,2.42,English,Medium,Low
7886,Angela Mccarthy,+48813804757,Bachelor of Arts,"['dancing', 'cooking', 'music', 'reading', 'traveling']",Lublin,"['jealous', 'friendly', 'discreet', 'exuberant']",male,23,Poland,4.81,English + Poland,Medium,Low
7887,Michael Lester,+48530261763,Master of Science,"['gaming', 'hiking', 'cooking', 'dancing']",Szczecin,"['compassionate', 'conceited', 'tolerant', 'greedy']",male,22,Germany,1.79,English,Medium,Low
7888,Carolyn Daniels,+48986120346,Bachelor of Science,['music'],Gdansk,"['competent', 'humble', 'broad-minded', 'sympathetic']",male,30,Poland,3.12,English + Poland,Low,Low
7889,Amy Ferrell,+48121337319,Master of Arts,"['reading', 'art', 'dancing', 'sports']",Wroclaw,"['unpredictable', 'mindful', 'discreet', 'impulsive']",male,22,Poland,1.83,English + Poland,Low,Low
7890,Sheila Kidd,+48089067521,Bachelor of Science,"['reading', 'music', 'hiking', 'art']",Warsaw,"['broad-minded', 'patient', 'uncertain', 'boorish', 'independent', 'trustworthy', 'kind']",female,29,Poland,1.61,English + Poland,Fast,Low
7891,Brooke Hart,+48177542547,Bachelor of Science,"['reading', 'cooking', 'art', 'hiking']",Krakow,['self-centered'],female,22,France,3.59,English,Fast,Medium
7892,Cynthia Grant,+48369232455,Master of Science,"['sports', 'reading', 'dancing']",Gdansk,"['broad-minded', 'accepting', 'conceited', 'thoughtless']",female,27,Ukraine,2.44,English + Ukraine,Fast,Low
7893,Kylie Moran,+48181156952,Bachelor of Arts,['music'],Lublin,"['tolerant', 'impulsive']",female,22,Poland,2.03,English + Poland,Low,Medium
7894,Daniel Bailey,+48832846394,Master of Science,"['gaming', 'sports', 'traveling', 'reading']",Gdansk,"['callous', 'kind', 'selfish', 'gregarious']",female,25,UK,3.06,English,Low,High
7895,Thomas Garcia,+48366249258,Bachelor of Science,"['art', 'cooking', 'traveling', 'dancing', 'hiking']",Warsaw,"['understanding', 'indecisive', 'vulgar']",male,24,Poland,3.82,English + Poland,Medium,Low
7896,Ivan Peterson,+48053856718,Master of Science,"['music', 'gaming', 'sports', 'dancing', 'hiking']",Lublin,"['accepting', 'gregarious', 'aggressive', 'conceited', 'intelligent']",female,23,Ukraine,1.1,English + Ukraine,Fast,Low
7897,Joshua Gamble,+48555898529,Master of Arts,['dancing'],Lublin,"['disloyal', 'jealous']",male,23,Ukraine,1.28,English + Ukraine,Fast,Medium
7898,Joel Davis,+48898343873,Bachelor of Arts,"['music', 'hiking', 'traveling']",Poznan,['fair'],female,27,Germany,3.44,English,Medium,High
7899,Bryan Peterson,+48531549517,Bachelor of Science,"['music', 'art']",Warsaw,"['aggressive', 'argumentative', 'creative']",female,30,Poland,3.28,English + Poland,Medium,Low
7900,Rachael Carter,+48726135056,PhD,"['music', 'sports', 'traveling', 'dancing']",Poznan,"['greedy', 'pessimistic', 'rigid', 'sociable', 'compassionate', 'patient', 'conceited']",male,22,Germany,1.44,English,Fast,Medium
7901,Adam Martinez,+48039660315,Bachelor of Science,"['reading', 'traveling', 'cooking']",Gdansk,"['patient', 'independent', 'impulsive', 'loyal']",male,30,Poland,2.14,English + Poland,Fast,High
7902,James Hall,+48758676278,Master of Arts,['music'],Warsaw,['sarcastic'],female,24,Ukraine,3.95,English + Ukraine,Fast,Low
7903,Patricia Rivera,+48463327330,Bachelor of Science,"['gaming', 'hiking']",Lublin,"['sneaky', 'sarcastic', 'mindful', 'selfish', 'greedy', 'jealous', 'vulgar']",female,28,Poland,3.25,English + Poland,Fast,High
7904,Timothy Curry,+48116980063,Bachelor of Arts,"['art', 'music', 'gaming']",Warsaw,"['mindful', 'callous']",female,23,Poland,2.45,English + Poland,Fast,Low
7905,Tamara Collins,+48196657644,Bachelor of Science,"['music', 'traveling', 'gaming']",Katowice,"['obnoxious', 'malicious', 'arrogant']",female,29,Poland,2.44,English + Poland,Low,High
7906,Emily Owens,+48400154265,Bachelor of Arts,"['art', 'music', 'reading']",Poznan,"['arrogant', 'compassionate']",male,22,Germany,2.77,English,Fast,High
7907,Rick Spencer,+48333473714,Master of Science,"['sports', 'traveling', 'art', 'music']",Lublin,"['honest', 'sneaky', 'kind', 'independent', 'patient', 'enthusiastic']",female,30,Poland,1.14,English + Poland,Medium,Low
7908,Peter Gonzalez,+48478612360,Master of Arts,"['gaming', 'traveling', 'cooking', 'dancing', 'music']",Warsaw,"['mindful', 'aggressive']",female,29,Poland,1.51,English + Poland,Fast,Low
7909,Hailey Myers,+48976219890,Master of Science,"['hiking', 'traveling']",Katowice,"['boorish', 'slovenly', 'compassionate', 'kind', 'disrespectful', 'exuberant']",female,30,France,3.72,English,Low,High
7910,Jennifer Brown,+48438954644,Master of Science,['hiking'],Katowice,['trustworthy'],female,23,Germany,4.48,English,Medium,High
7911,Dr. Anna Hess,+48716342274,Bachelor of Science,"['cooking', 'music']",Poznan,"['compassionate', 'precise', 'helpful', 'boorish', 'reliable', 'self-centered']",female,27,Poland,2.89,English + Poland,Fast,Medium
7912,Alicia Stanton,+48494424141,Master of Science,['reading'],Wroclaw,"['competent', 'arrogant', 'self-centered', 'reliable', 'fair', 'selfish', 'greedy']",male,25,Poland,1.53,English + Poland,Fast,Low
7913,Jennifer Spencer,+48173509678,PhD,"['sports', 'dancing']",Warsaw,"['fair', 'friendly', 'selfish', 'confident', 'reliable']",male,25,Ukraine,2.41,English + Ukraine,Fast,Low
7914,Jeffrey Kent,+48015294863,PhD,"['sports', 'traveling', 'music']",Szczecin,"['persistent', 'compassionate', 'greedy', 'picky', 'independent', 'tolerant']",male,24,Ukraine,4.49,English + Ukraine,Medium,High
7915,Deanna Black,+48036676031,Bachelor of Arts,"['art', 'dancing', 'music']",Szczecin,"['forgetful', 'manipulative', 'gregarious', 'helpful', 'uncertain', 'rude']",female,30,Poland,2.73,English + Poland,Medium,Medium
7916,John Fisher,+48007475551,PhD,"['reading', 'hiking', 'gaming', 'cooking']",Wroclaw,"['friendly', 'surly', 'unpredictable', 'malicious', 'insightful']",female,23,Poland,2.26,English + Poland,Medium,Medium
7917,Anne Blake,+48675949939,Bachelor of Arts,"['art', 'traveling', 'cooking', 'reading']",Lublin,"['rude', 'disloyal', 'self-centered', 'sympathetic', 'tolerant']",female,27,France,2.89,English,Low,Low
7918,James Rodriguez PhD,+48555989056,Master of Science,"['art', 'music', 'dancing', 'hiking']",Lublin,"['driven', 'helpful', 'exuberant', 'mindful', 'disloyal', 'forgetful']",female,24,Poland,3.66,English + Poland,Medium,Low
7919,Amanda Bowman,+48331848712,Bachelor of Arts,['dancing'],Krakow,"['self-centered', 'manipulative', 'courageous', 'discreet', 'picky', 'honest', 'fair']",female,23,USA,4.4,English,Low,Medium
7920,Michele Adams,+48669111782,Master of Arts,"['art', 'dancing', 'sports', 'cooking']",Szczecin,"['broad-minded', 'determined', 'slovenly', 'boorish', 'obnoxious', 'malicious', 'enthusiastic']",female,30,Poland,3.3,English + Poland,Medium,High
7921,Elizabeth Garza,+48012035536,Bachelor of Arts,"['cooking', 'gaming', 'hiking']",Lublin,['humble'],male,25,Ukraine,1.97,English + Ukraine,Fast,Medium
7922,Amy Stevens,+48464466606,Master of Science,"['reading', 'music', 'dancing', 'art']",Krakow,"['kind', 'patient']",male,22,USA,4.74,English,Low,High
7923,April Barber,+48999947904,Bachelor of Science,"['traveling', 'dancing', 'hiking', 'music']",Poznan,"['competent', 'kind', 'honest', 'sociable', 'finicky', 'congenial', 'uncertain']",male,22,Poland,4.06,English + Poland,Fast,Low
7924,Jeremy Johnson,+48754277184,Bachelor of Science,"['music', 'traveling', 'hiking', 'cooking']",Wroclaw,"['creative', 'bossy', 'cowardly', 'determined', 'trustworthy']",male,25,Ukraine,2.45,English + Ukraine,Fast,Low
7925,Amy Thompson,+48594783310,PhD,"['reading', 'hiking', 'sports', 'cooking']",Warsaw,['helpful'],male,24,Poland,4.14,English + Poland,Fast,Medium
7926,Shannon Montgomery,+48184087387,Bachelor of Science,"['music', 'sports', 'hiking']",Katowice,['slovenly'],male,24,Poland,4.38,English + Poland,Low,Medium
7927,Riley Chandler,+48325715055,PhD,"['cooking', 'dancing']",Poznan,['fair'],male,24,Poland,3.26,English + Poland,Low,High
7928,Breanna Bass,+48262499008,Master of Science,"['dancing', 'traveling']",Gdansk,"['self-centered', 'lazy', 'aggressive', 'thoughtless', 'slovenly', 'cowardly', 'sympathetic']",male,26,Ukraine,4.25,English + Ukraine,Medium,High
7929,Tiffany Golden,+48105333210,Bachelor of Science,"['cooking', 'art', 'gaming']",Poznan,"['accepting', 'trustworthy']",male,28,Poland,1.88,English + Poland,Fast,Medium
7930,Casey Castillo,+48092580634,Bachelor of Arts,"['sports', 'dancing', 'traveling']",Lublin,"['driven', 'tolerant', 'patient', 'sneaky']",female,26,Ukraine,2.51,English + Ukraine,Fast,Low
7931,Kristine Andrade,+48142558954,PhD,"['gaming', 'traveling']",Gdansk,"['reliable', 'manipulative', 'patient', 'responsible', 'confident', 'broad-minded']",male,30,USA,3.49,English,Medium,High
7932,Lynn Anderson,+48293332645,Bachelor of Arts,"['gaming', 'reading', 'music', 'cooking', 'traveling']",Wroclaw,"['argumentative', 'affable', 'precise', 'empathic', 'optimistic']",female,24,Poland,2.73,English + Poland,Low,Low
7933,Todd Sullivan,+48208651686,Bachelor of Arts,"['music', 'art']",Lublin,"['empathic', 'fair']",male,26,France,3.98,English,Medium,Medium
7934,David Adams,+48853535841,Bachelor of Science,"['hiking', 'traveling']",Krakow,"['empathic', 'vulgar', 'reckless', 'confident']",male,22,Poland,4.93,English + Poland,Low,Medium
7935,Mrs. Linda Walker PhD,+48559986683,Bachelor of Science,"['music', 'gaming']",Szczecin,['intelligent'],female,24,Poland,4.36,English + Poland,Low,Low
7936,Tammy Jackson,+48735208127,Bachelor of Arts,"['traveling', 'gaming', 'cooking', 'hiking']",Katowice,['rude'],male,25,Poland,4.65,English + Poland,Fast,High
7937,Craig Martinez,+48839192782,Master of Arts,"['art', 'sports', 'cooking']",Wroclaw,"['fair', 'understanding', 'sneaky', 'jealous', 'aggressive', 'helpful', 'greedy']",male,30,Ukraine,3.53,English + Ukraine,Medium,Low
7938,David Harris,+48427656846,Master of Arts,"['music', 'traveling']",Warsaw,"['conceited', 'indecisive', 'discreet']",male,29,Poland,4.45,English + Poland,Fast,Low
7939,Jordan Wise,+48583753450,Master of Arts,['art'],Lublin,"['impulsive', 'malicious', 'mindful', 'friendly']",male,30,Ukraine,3.48,English + Ukraine,Fast,Medium
7940,Nancy Jenkins,+48747766042,Bachelor of Science,"['music', 'art']",Szczecin,"['slovenly', 'sympathetic', 'indecisive', 'broad-minded', 'reckless', 'tolerant', 'understanding']",male,30,Poland,4.32,English + Poland,Fast,Low
7941,John Pruitt,+48942528008,Bachelor of Arts,"['cooking', 'dancing']",Lublin,"['sociable', 'greedy', 'obnoxious', 'discreet']",male,29,Poland,3.16,English + Poland,Fast,High
7942,Daniel Odom,+48815577562,Bachelor of Science,"['hiking', 'art']",Poznan,"['sneaky', 'determined', 'unpredictable', 'reckless', 'dishonest', 'helpful']",female,28,Ukraine,4.86,English + Ukraine,Medium,Medium
7943,Katherine Hayes,+48417182066,Master of Science,['dancing'],Lublin,"['reliable', 'persistent', 'stingy', 'arrogant']",female,29,Poland,4.59,English + Poland,Fast,Low
7944,Alexander Owens,+48074228274,Bachelor of Arts,"['hiking', 'traveling', 'cooking']",Wroclaw,['sarcastic'],female,27,Poland,3.94,English + Poland,Fast,Low
7945,Christopher Hayes,+48015444161,PhD,"['hiking', 'cooking', 'traveling', 'gaming']",Wroclaw,"['argumentative', 'confident', 'impatient', 'sneaky', 'disloyal']",male,30,Poland,3.0,English + Poland,Low,Low
7946,Mr. Christopher Walker,+48733354036,Bachelor of Science,"['traveling', 'cooking', 'dancing', 'hiking']",Gdansk,"['mindful', 'surly', 'determined', 'obnoxious']",female,26,Poland,1.68,English + Poland,Fast,Medium
7947,Keith Abbott,+48497256788,Master of Arts,"['sports', 'hiking', 'art', 'dancing']",Lublin,"['malicious', 'manipulative', 'honest', 'bossy', 'finicky', 'aggressive']",female,30,Spain,1.9,English,Low,Low
7948,Maria Allen,+48342078041,Master of Arts,"['sports', 'reading', 'gaming', 'traveling', 'art']",Lublin,"['disrespectful', 'adaptable', 'thoughtless', 'reckless', 'honest', 'responsible']",female,25,Poland,4.71,English + Poland,Medium,Medium
7949,Frederick Howard,+48721276744,PhD,"['cooking', 'gaming', 'sports', 'music', 'art']",Poznan,['impatient'],female,30,France,2.58,English,Fast,High
7950,Lynn Fields,+48147730342,Bachelor of Arts,"['sports', 'dancing', 'cooking', 'hiking']",Lublin,"['indecisive', 'reliable', 'precise', 'obnoxious', 'reckless', 'friendly']",male,27,Poland,3.04,English + Poland,Fast,High
7951,Janet Payne,+48049111789,PhD,['cooking'],Szczecin,"['lazy', 'impulsive', 'surly', 'mindful', 'self-centered']",female,22,Poland,2.62,English + Poland,Low,Low
7952,Mrs. Cynthia Richardson,+48519642923,Bachelor of Arts,"['reading', 'sports']",Warsaw,"['intelligent', 'self-centered', 'mindful', 'competent', 'precise', 'impulsive', 'manipulative']",male,26,Spain,3.08,English,Low,Medium
7953,Nancy Johnson,+48812936190,Bachelor of Science,"['reading', 'traveling', 'gaming']",Poznan,"['callous', 'jealous', 'congenial', 'empathic', 'determined', 'obnoxious']",female,30,UK,1.82,English,Fast,Medium
7954,Mark Lynn,+48896040222,Bachelor of Arts,"['art', 'music', 'dancing']",Szczecin,"['determined', 'sarcastic']",female,24,Poland,4.24,English + Poland,Fast,Low
7955,Michael Stanley,+48243869903,Bachelor of Science,"['reading', 'art', 'gaming', 'dancing', 'sports']",Poznan,"['broad-minded', 'reliable', 'selfish']",male,24,UK,4.39,English,Medium,Medium
7956,Cassandra Thomas,+48591336316,Bachelor of Arts,"['reading', 'art', 'dancing']",Szczecin,"['broad-minded', 'bossy', 'self-centered', 'competent', 'argumentative', 'finicky', 'rude']",female,23,Poland,1.38,English + Poland,Medium,Low
7957,Jennifer Johnson,+48792055222,Master of Arts,"['gaming', 'dancing', 'art', 'reading', 'sports']",Krakow,"['broad-minded', 'rude', 'sociable']",female,25,Ukraine,4.97,English + Ukraine,Medium,High
7958,Francisco Russell,+48156041270,Master of Science,"['gaming', 'reading']",Katowice,['disloyal'],female,30,Ukraine,3.71,English + Ukraine,Low,High
7959,Shaun Smith,+48494014943,Master of Science,"['reading', 'dancing', 'art', 'sports']",Katowice,"['bossy', 'selfish', 'kind', 'argumentative', 'malicious', 'obnoxious']",male,23,UK,1.8,English,Medium,High
